2019-10-28,53,92b18a515f8d447db9dc8e3125889690,2,2019-10-28 01:29:34,,0,0,,,81,61,1
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,2,2019-10-28 01:41:33,,0,0,22,93,,,5
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,2,2019-10-28 01:15:41,火锅,0,0,,,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,7,2019-10-28 01:48:03,,0,0,97,54,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,7,2019-10-28 01:21:33,,0,0,,,78,44,2
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,1,2019-10-28 01:16:50,,76,18,,,,,3
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,6,2019-10-28 01:18:04,,0,0,,,19,23,1
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,6,2019-10-28 01:22:25,,0,0,,,48,71,2
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,1,2019-10-28 01:15:51,呷哺呷哺,0,0,,,,,8
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,2,2019-10-28 01:44:33,,8,68,,,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:42:24,,0,0,80,66,,,2
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,3,2019-10-28 01:35:32,,72,27,,,,,8
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,3,2019-10-28 01:03:45,,33,29,,,,,1
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,7,2019-10-28 01:58:13,,0,0,,,60,11,2
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,5,2019-10-28 01:54:26,,0,0,82,74,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,7,2019-10-28 01:52:38,温泉,0,0,,,,,9
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:38:10,,0,0,,,99,17,3
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:08:22,,0,0,,,42,19,6
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:49:51,重庆辣子鸡,0,0,,,,,3
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,8,2019-10-28 01:40:36,,0,0,,,0,7,6
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:23:57,,0,0,,,14,22,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,5,2019-10-28 01:26:48,日本料理,0,0,,,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:14:01,火锅,0,0,,,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:50:27,日本料理,0,0,,,,,4
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,3,2019-10-28 01:44:39,,0,0,56,53,,,4
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,3,2019-10-28 01:42:53,新辣道鱼火锅,0,0,,,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,6,2019-10-28 01:11:45,,0,0,18,49,,,2
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:24:23,,58,17,,,,,2
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,5,2019-10-28 01:56:11,,0,0,36,90,,,8
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,8,2019-10-28 01:23:22,,0,0,83,97,,,0
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,0,2019-10-28 01:08:11,,0,0,30,74,,,7
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,1,2019-10-28 01:06:22,,32,37,,,,,0
2019-10-28,53,92b18a515f8d447db9dc8e3125889690,7,2019-10-28 01:08:01,,0,0,53,19,,,3
